1 1773746600 0.000000 1 0.000000 0.000000 0.000000
2 1773746600 0.000000 1 0.000000 0.000000 0.000000
3 1773746600 0.000000 1 0.000000 0.000000 0.000000
4 1773746600 0.000000 1 0.000000 0.000000 0.000000
1 1773746601 0.000000 1 0.000000 0.000000 0.000000
2 1773746601 0.000000 1 0.000000 0.000000 0.000000
3 1773746601 0.000000 1 0.000000 0.000000 0.000000
4 1773746601 0.000000 1 0.000000 0.000000 0.000000
1 1773746602 0.000000 1 0.000000 0.000000 0.000000
2 1773746602 0.000000 1 0.000000 0.000000 0.000000
3 1773746602 0.000000 1 0.000000 0.000000 0.000000
4 1773746602 0.000000 1 0.000000 0.000000 0.000000
1 1773746603 0.000000 1 0.000000 0.000000 0.000000
2 1773746603 0.000000 1 0.000000 0.000000 0.000000
3 1773746603 0.000000 1 0.000000 0.000000 0.000000
4 1773746603 0.000000 1 0.000000 0.000000 0.000000
1 1773746604 0.000000 1 0.000000 0.000000 0.000000
2 1773746604 0.000000 1 0.000000 0.000000 0.000000
3 1773746604 0.000000 1 0.000000 0.000000 0.000000
4 1773746604 0.000000 1 0.000000 0.000000 0.000000
1 1773746605 0.000000 1 0.000000 0.000000 0.000000
2 1773746605 0.000000 1 0.000000 0.000000 0.000000
3 1773746605 0.000000 1 0.000000 0.000000 0.000000
4 1773746605 0.000000 1 0.000000 0.000000 0.000000
1 1773746606 0.000000 1 0.000000 0.000000 0.000000
2 1773746606 0.000000 1 0.000000 0.000000 0.000000
3 1773746606 0.000000 1 0.000000 0.000000 0.000000
4 1773746606 0.000000 1 0.000000 0.000000 0.000000
1 1773746607 0.000000 1 0.000000 0.000000 0.000000
2 1773746607 0.000000 1 0.000000 0.000000 0.000000
3 1773746607 0.000000 1 0.000000 0.000000 0.000000
4 1773746607 0.000000 1 0.000000 0.000000 0.000000
1 1773746608 0.000000 1 0.000000 0.000000 0.000000
2 1773746608 0.000000 1 0.000000 0.000000 0.000000
3 1773746608 0.000000 1 0.000000 0.000000 0.000000
4 1773746608 0.000000 1 0.000000 0.000000 0.000000
1 1773746609 0.000000 1 0.000000 0.000000 0.000000
2 1773746609 0.000000 1 0.000000 0.000000 0.000000
3 1773746609 0.000000 1 0.000000 0.000000 0.000000
4 1773746609 0.000000 1 0.000000 0.000000 0.000000
1 1773746610 0.000000 1 0.000000 0.000000 0.000000
2 1773746610 0.000000 1 0.000000 0.000000 0.000000
3 1773746610 0.000000 1 0.000000 0.000000 0.000000
4 1773746610 0.000000 1 0.000000 0.000000 0.000000
1 1773746611 0.000000 1 0.000000 0.000000 0.000000
2 1773746611 0.000000 1 0.000000 0.000000 0.000000
3 1773746611 0.000000 1 0.000000 0.000000 0.000000
4 1773746611 0.000000 1 0.000000 0.000000 0.000000
1 1773746612 0.000000 1 0.000000 0.000000 0.000000
2 1773746612 0.000000 1 0.000000 0.000000 0.000000
3 1773746612 0.000000 1 0.000000 0.000000 0.000000
4 1773746612 0.000000 1 0.000000 0.000000 0.000000
1 1773746613 0.000000 1 0.000000 0.000000 0.000000
2 1773746613 0.000000 1 0.000000 0.000000 0.000000
3 1773746613 0.000000 1 0.000000 0.000000 0.000000
4 1773746613 0.000000 1 0.000000 0.000000 0.000000
1 1773746614 0.000000 1 0.000000 0.000000 0.000000
2 1773746614 0.000000 1 0.000000 0.000000 0.000000
3 1773746614 0.000000 1 0.000000 0.000000 0.000000
4 1773746614 0.000000 1 0.000000 0.000000 0.000000
1 1773746616 1.000000 1 1.000000 1.000000 1.000000
2 1773746616 0.000000 1 0.000000 0.000000 0.000000
3 1773746616 0.000000 1 0.000000 0.000000 0.000000
4 1773746616 0.000000 1 0.000000 0.000000 0.000000
1 1773746617 1.000000 1 1.000000 1.000000 1.000000
2 1773746617 0.000000 1 0.000000 0.000000 0.000000
3 1773746617 0.000000 1 0.000000 0.000000 0.000000
4 1773746617 0.000000 1 0.000000 0.000000 0.000000
1 1773746618 1.000000 1 1.000000 1.000000 1.000000
2 1773746618 0.000000 1 0.000000 0.000000 0.000000
3 1773746618 0.000000 1 0.000000 0.000000 0.000000
4 1773746618 0.000000 1 0.000000 0.000000 0.000000
1 1773746619 2.000000 1 2.000000 2.000000 2.000000
2 1773746619 0.000000 1 0.000000 0.000000 0.000000
3 1773746619 0.000000 1 0.000000 0.000000 0.000000
4 1773746619 0.000000 1 0.000000 0.000000 0.000000
1 1773746620 2.000000 1 2.000000 2.000000 2.000000
2 1773746620 0.000000 1 0.000000 0.000000 0.000000
3 1773746620 0.000000 1 0.000000 0.000000 0.000000
4 1773746620 0.000000 1 0.000000 0.000000 0.000000
1 1773746621 2.000000 1 2.000000 2.000000 2.000000
2 1773746621 0.000000 1 0.000000 0.000000 0.000000
3 1773746621 0.000000 1 0.000000 0.000000 0.000000
4 1773746621 0.000000 1 0.000000 0.000000 0.000000
1 1773746622 2.000000 1 2.000000 2.000000 2.000000
