8 1773746600 1.000000 -1 1.000000 1.000000 1.000000
8 1773746605 1.000000 -1 1.000000 1.000000 1.000000
11 1773746605 1.000000 -1 1.000000 1.000000 1.000000
8 1773746610 1.000000 -1 1.000000 1.000000 1.000000
18 1773746610 2.000000 -1 2.000000 2.000000 2.000000
11 1773746610 1.000000 -1 1.000000 1.000000 1.000000
8 1773746615 1.000000 -1 1.000000 1.000000 1.000000
20 1773746615 1.000000 -1 1.000000 1.000000 1.000000
22 1773746615 1.000000 -1 1.000000 1.000000 1.000000
18 1773746615 1.000000 -1 1.000000 1.000000 1.000000
11 1773746615 1.000000 -1 1.000000 1.000000 1.000000
24 1773746615 3.000000 -1 3.000000 3.000000 3.000000
26 1773746615 2.000000 -1 2.000000 2.000000 2.000000
8 1773746620 1.000000 -1 1.000000 1.000000 1.000000
20 1773746620 2.000000 -1 2.000000 2.000000 2.000000
18 1773746620 1.000000 -1 1.000000 1.000000 1.000000
11 1773746620 1.000000 -1 1.000000 1.000000 1.000000
24 1773746620 1.000000 -1 1.000000 1.000000 1.000000
26 1773746620 1.000000 -1 1.000000 1.000000 1.000000
20 1773746625 3.000000 -1 3.000000 3.000000 3.000000
22 1773746625 3.000000 -1 3.000000 3.000000 3.000000
18 1773746625 1.000000 -1 1.000000 1.000000 1.000000
11 1773746625 1.000000 -1 1.000000 1.000000 1.000000
24 1773746625 4.000000 -1 4.000000 4.000000 4.000000
26 1773746625 1.000000 -1 1.000000 1.000000 1.000000
20 1773746630 3.000000 -1 3.000000 3.000000 3.000000
22 1773746630 2.000000 -1 2.000000 2.000000 2.000000
24 1773746630 3.000000 -1 3.000000 3.000000 3.000000
26 1773746630 1.000000 -1 1.000000 1.000000 1.000000
20 1773746635 3.000000 -1 3.000000 3.000000 3.000000
22 1773746635 3.000000 -1 3.000000 3.000000 3.000000
24 1773746635 3.000000 -1 3.000000 3.000000 3.000000
20 1773746640 6.000000 -1 6.000000 6.000000 6.000000
22 1773746640 5.000000 -1 5.000000 5.000000 5.000000
24 1773746640 5.000000 -1 5.000000 5.000000 5.000000
20 1773746645 3.000000 -1 3.000000 3.000000 3.000000
22 1773746645 4.000000 -1 4.000000 4.000000 4.000000
24 1773746645 4.000000 -1 4.000000 4.000000 4.000000
20 1773746650 4.000000 -1 4.000000 4.000000 4.000000
22 1773746650 6.000000 -1 6.000000 6.000000 6.000000
24 1773746650 6.000000 -1 6.000000 6.000000 6.000000
20 1773746655 4.000000 -1 4.000000 4.000000 4.000000
22 1773746655 5.000000 -1 5.000000 5.000000 5.000000
24 1773746655 5.000000 -1 5.000000 5.000000 5.000000
20 1773746660 5.000000 -1 5.000000 5.000000 5.000000
22 1773746660 4.000000 -1 4.000000 4.000000 4.000000
24 1773746660 4.000000 -1 4.000000 4.000000 4.000000
20 1773746665 5.000000 -1 5.000000 5.000000 5.000000
22 1773746665 3.000000 -1 3.000000 3.000000 3.000000
24 1773746665 3.000000 -1 3.000000 3.000000 3.000000
20 1773746670 4.000000 -1 4.000000 4.000000 4.000000
22 1773746670 4.000000 -1 4.000000 4.000000 4.000000
24 1773746670 4.000000 -1 4.000000 4.000000 4.000000
20 1773746675 4.000000 -1 4.000000 4.000000 4.000000
22 1773746675 5.000000 -1 5.000000 5.000000 5.000000
24 1773746675 5.000000 -1 5.000000 5.000000 5.000000
20 1773746680 4.000000 -1 4.000000 4.000000 4.000000
22 1773746680 3.000000 -1 3.000000 3.000000 3.000000
24 1773746680 3.000000 -1 3.000000 3.000000 3.000000
20 1773746685 5.000000 -1 5.000000 5.000000 5.000000
22 1773746685 4.000000 -1 4.000000 4.000000 4.000000
24 1773746685 4.000000 -1 4.000000 4.000000 4.000000
20 1773746690 4.000000 -1 4.000000 4.000000 4.000000
22 1773746690 5.000000 -1 5.000000 5.000000 5.000000
24 1773746690 5.000000 -1 5.000000 5.000000 5.000000
20 1773746695 2.000000 -1 2.000000 2.000000 2.000000
22 1773746695 5.000000 -1 5.000000 5.000000 5.000000
24 1773746695 5.000000 -1 5.000000 5.000000 5.000000
20 1773746700 5.000000 -1 5.000000 5.000000 5.000000
22 1773746700 2.000000 -1 2.000000 2.000000 2.000000
24 1773746700 1.000000 -1 1.000000 1.000000 1.000000
20 1773746705 6.000000 -1 6.000000 6.000000 6.000000
22 1773746705 5.000000 -1 5.000000 5.000000 5.000000
24 1773746705 6.000000 -1 6.000000 6.000000 6.000000
20 1773746710 2.000000 -1 2.000000 2.000000 2.000000
22 1773746710 4.000000 -1 4.000000 4.000000 4.000000
24 1773746710 4.000000 -1 4.000000 4.000000 4.000000
20 1773746715 4.000000 -1 4.000000 4.000000 4.000000
22 1773746715 5.000000 -1 5.000000 5.000000 5.000000
24 1773746715 5.000000 -1 5.000000 5.000000 5.000000
20 1773746720 5.000000 -1 5.000000 5.000000 5.000000
22 1773746720 4.000000 -1 4.000000 4.000000 4.000000
24 1773746720 4.000000 -1 4.000000 4.000000 4.000000
20 1773746725 5.000000 -1 5.000000 5.000000 5.000000
22 1773746725 4.000000 -1 4.000000 4.000000 4.000000
24 1773746725 4.000000 -1 4.000000 4.000000 4.000000
20 1773746730 3.000000 -1 3.000000 3.000000 3.000000
